,type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldPrice,soldOn,listPrice,status
9,single_family,1925.0,4.0,2.0,2.0,,,3149.0,3150.0,2.0,,,399900.0,for_sale
794,single_family,1880.0,7.0,6.0,5.0,1.0,4.0,19166.0,5500.0,3.0,87500.0,1984-04-30,625000.0,for_sale
1833,single_family,1942.0,3.0,2.0,2.0,,2.0,3781.0,1516.0,2.0,91500.0,2023-07-14,276000.0,for_sale
1170,single_family,,2.0,1.0,1.0,,,,1100.0,,,,40000.0,for_sale
953,single_family,1938.0,4.0,4.0,4.0,,2.0,6151.0,2050.0,2.0,245000.0,2005-08-05,400000.0,for_sale
393,multi_family,1880.0,7.0,5.0,5.0,,,,2550.0,,,,159000.0,for_sale
464,single_family,1942.0,3.0,2.0,1.0,1.0,2.0,5750.0,1333.0,2.0,,,120000.0,for_sale
990,single_family,1916.0,2.0,1.0,1.0,,2.0,3598.0,1076.0,1.0,340000.0,2022-06-03,350000.0,for_sale
1941,multi_family,1918.0,5.0,3.0,2.0,1.0,2.0,3049.0,,,155000.0,2021-03-23,612893.0,for_sale
892,single_family,1905.0,3.0,2.0,1.0,1.0,2.0,,1494.0,2.0,,,279900.0,for_sale
1434,single_family,1949.0,3.0,3.0,2.0,1.0,2.0,,1500.0,1.0,60000.0,2020-09-30,269000.0,for_sale
97,condos,1926.0,2.0,1.0,1.0,,,6200.0,942.0,3.0,241000.0,2017-06-28,289900.0,for_sale
43,single_family,1949.0,2.0,2.0,2.0,,1.0,,1053.0,1.0,,,199900.0,for_sale
1829,single_family,1999.0,4.0,4.0,3.0,1.0,2.0,3125.0,3300.0,3.0,795000.0,2017-10-30,1100000.0,for_sale
1817,condos,1895.0,2.0,2.0,2.0,,,,,5.0,292500.0,2004-09-20,240000.0,for_sale
1018,condos,1930.0,3.0,2.0,2.0,,1.0,,,3.0,182000.0,2001-03-02,210000.0,for_sale
868,single_family,1950.0,3.0,2.0,1.0,1.0,,3750.0,,1.0,,,349900.0,for_sale
830,single_family,1921.0,3.0,2.0,2.0,,2.0,3746.0,1196.0,2.0,213000.0,2000-11-22,349000.0,for_sale
889,single_family,1953.0,3.0,2.0,2.0,,2.0,,1192.0,1.0,,,220000.0,for_sale
1695,condos,1889.0,2.0,2.0,1.0,1.0,,,1200.0,4.0,,,499000.0,for_sale
392,multi_family,1907.0,7.0,3.0,3.0,,,,3000.0,,138600.0,2021-07-26,529900.0,for_sale
405,condos,,3.0,3.0,3.0,,,,2500.0,2.0,,,322000.0,for_sale
658,land,,,0.0,,,,3049.0,,,50000.0,2004-02-10,30000.0,for_sale
1360,condos,,2.0,2.0,2.0,,2.0,,1500.0,39.0,84000.0,1995-09-13,320000.0,for_sale
992,single_family,,3.0,2.0,2.0,,2.0,4971.0,1100.0,1.0,55000.0,1991-07-24,349000.0,for_sale
547,single_family,1947.0,3.0,2.0,2.0,,1.0,3720.0,1198.0,2.0,,,325000.0,for_sale
1201,townhomes,1927.0,5.0,7.0,5.0,2.0,2.0,,7750.0,15.0,,,4350000.0,for_sale
1421,condos,2006.0,1.0,1.0,1.0,,1.0,,933.0,31.0,360000.0,2016-07-27,385000.0,for_sale
952,condos,1929.0,2.0,1.0,1.0,,,,800.0,3.0,235000.0,2007-03-28,219900.0,for_sale
1394,multi_family,1913.0,4.0,2.0,2.0,,,3048.0,,,335000.0,2007-10-09,375000.0,for_sale
1866,single_family,1912.0,4.0,2.0,2.0,,2.0,4500.0,1856.0,2.0,215000.0,2007-01-11,349900.0,for_sale
702,land,,,0.0,,,,3049.0,,,70000.0,2004-11-23,30000.0,for_sale
668,condos,1971.0,2.0,2.0,2.0,,,,1519.0,7.0,205000.0,2021-04-14,325000.0,for_sale
153,condos,2001.0,1.0,1.0,1.0,,1.0,,,6.0,257500.0,2014-09-22,399900.0,for_sale
1497,condos,2008.0,3.0,3.0,3.0,,1.0,,2800.0,4.0,750000.0,2022-08-10,800000.0,for_sale
721,condos,1928.0,3.0,2.0,1.0,1.0,1.0,,,1.0,,,299999.0,for_sale
505,condos,2002.0,2.0,2.0,2.0,,1.0,,1401.0,58.0,443000.0,2002-07-25,579000.0,for_sale
312,townhomes,1944.0,2.0,1.0,1.0,,1.0,2858.0,1017.0,2.0,115000.0,2014-04-08,179900.0,for_sale
1615,single_family,1952.0,4.0,2.0,2.0,,2.0,4138.0,1550.0,2.0,,,375000.0,for_sale
1747,single_family,1916.0,6.0,3.0,3.0,,3.0,5837.0,5800.0,3.0,,,1500000.0,for_sale
1082,single_family,1920.0,3.0,2.0,2.0,,,3964.0,1131.0,1.0,33000.0,1978-09-07,299999.0,for_sale
338,single_family,2003.0,4.0,4.0,3.0,1.0,2.0,3125.0,,2.0,679000.0,2004-08-03,1250000.0,for_sale
1977,single_family,,4.0,5.0,4.0,1.0,2.0,8117.0,,2.0,,,1600000.0,for_sale
1264,single_family,1915.0,4.0,2.0,1.0,1.0,,,1250.0,2.0,,,29750.0,for_sale
1655,condos,1924.0,2.0,2.0,1.0,1.0,,,1800.0,12.0,,,359000.0,for_sale
1027,single_family,1922.0,2.0,2.0,1.0,1.0,2.0,3703.0,1095.0,1.0,280000.0,2006-07-25,249600.0,for_sale
1366,single_family,1955.0,4.0,4.0,3.0,1.0,2.0,5900.0,3246.0,3.0,287500.0,1996-06-27,849000.0,for_sale
473,single_family,,5.0,6.0,5.0,1.0,2.0,10000.0,7900.0,,5700000.0,2007-06-28,7350000.0,for_sale
1512,single_family,1952.0,3.0,2.0,2.0,,2.0,,2170.0,,136500.0,1987-10-01,499900.0,for_sale
1848,condos,2020.0,5.0,6.0,5.0,1.0,3.0,,4700.0,6.0,,,3595000.0,for_sale
1611,condos,1914.0,2.0,2.0,2.0,,1.0,,916.0,3.0,245000.0,2014-06-12,349000.0,for_sale
1370,condos,1970.0,1.0,1.0,1.0,,1.0,,,25.0,167000.0,2007-09-28,159000.0,for_sale
1645,single_family,,4.0,2.0,1.0,1.0,,4500.0,960.0,2.0,29000.0,1990-04-16,149900.0,for_sale
486,condos,,2.0,1.0,1.0,,,3750.0,800.0,3.0,,,79900.0,for_sale
1970,condos,2004.0,3.0,3.0,2.0,1.0,2.0,,,3.0,700000.0,2007-08-21,850000.0,for_sale
350,single_family,1929.0,5.0,3.0,2.0,1.0,2.0,4085.0,1813.0,2.0,,,379900.0,for_sale
339,single_family,1951.0,3.0,2.0,2.0,,3.0,,1341.0,1.0,140000.0,2015-08-05,229900.0,for_sale
396,multi_family,1916.0,12.0,4.0,4.0,,2.0,3750.0,4400.0,,566000.0,2017-09-13,1599900.0,for_sale
427,condos,1970.0,1.0,1.0,1.0,,,,720.0,2.0,107000.0,2020-03-05,165000.0,for_sale
968,condos,1920.0,1.0,1.0,1.0,,,,,4.0,91500.0,2002-05-13,150000.0,for_sale
786,condos,1928.0,2.0,1.0,1.0,,,,,3.0,,,167000.0,for_sale
662,single_family,1920.0,3.0,1.0,1.0,,1.0,3125.0,995.0,2.0,,,224900.0,for_sale
480,single_family,1885.0,7.0,6.0,5.0,1.0,,12197.0,5600.0,3.0,1600000.0,2006-12-13,1470000.0,for_sale
159,condos,,2.0,2.0,2.0,,,,1600.0,4.0,342500.0,2019-02-14,389900.0,for_sale
1641,condos,2019.0,3.0,2.0,2.0,,1.0,,,4.0,,,1050000.0,for_sale
1482,single_family,1932.0,4.0,2.0,2.0,,2.0,3750.0,1080.0,2.0,,,339000.0,for_sale
1578,single_family,1983.0,3.0,2.0,2.0,,2.0,3600.0,2582.0,,,,348000.0,for_sale
1177,single_family,1926.0,5.0,4.0,4.0,,2.0,,3200.0,,,,1399000.0,for_sale
1976,townhomes,1989.0,3.0,3.0,2.0,1.0,1.0,,1750.0,2.0,227000.0,2000-09-08,475000.0,for_sale
332,townhomes,2001.0,3.0,3.0,3.0,,2.0,,,4.0,,,273000.0,for_sale
8,single_family,1956.0,3.0,3.0,2.0,1.0,2.0,4375.0,2600.0,1.0,435000.0,2016-04-19,599990.0,for_sale
574,condos,1912.0,3.0,2.0,2.0,,,,1650.0,4.0,292500.0,2017-11-17,325000.0,for_sale
1368,single_family,1895.0,4.0,3.0,3.0,,,7200.0,2500.0,2.0,45000.0,2021-11-01,199999.0,for_sale
34,single_family,1926.0,5.0,3.0,3.0,,2.0,3750.0,2100.0,2.0,405000.0,2011-06-30,625000.0,for_sale
586,single_family,1891.0,4.0,4.0,3.0,1.0,2.0,3125.0,,2.0,1090000.0,2006-01-23,1400000.0,for_sale
1889,single_family,1917.0,5.0,3.0,3.0,,2.0,3149.0,1987.0,2.0,255000.0,2006-11-02,358000.0,for_sale
1260,single_family,1885.0,3.0,4.0,3.0,1.0,1.0,,2500.0,2.0,18000.0,1981-03-12,599900.0,for_sale
549,condos,,2.0,2.0,1.0,1.0,,,1200.0,3.0,270000.0,2012-10-02,400000.0,for_sale
1372,townhomes,1956.0,3.0,3.0,2.0,1.0,,2664.0,2778.0,2.0,555000.0,2016-05-03,774500.0,for_sale
495,condos,2008.0,2.0,2.0,2.0,,1.0,,,5.0,417000.0,2016-09-02,499000.0,for_sale
54,single_family,1914.0,3.0,1.0,1.0,,2.0,3780.0,2093.0,2.0,67000.0,1986-06-30,535000.0,for_sale
605,single_family,1910.0,5.0,2.0,1.0,1.0,,3136.0,1482.0,2.0,121000.0,2004-12-27,44900.0,for_sale
1379,condos,2008.0,2.0,2.0,2.0,,1.0,,1100.0,9.0,400000.0,2019-09-12,450000.0,for_sale
1420,condos,2003.0,2.0,2.0,2.0,,1.0,,1300.0,60.0,482500.0,2017-06-28,434900.0,for_sale
1476,townhomes,2004.0,4.0,4.0,3.0,1.0,2.0,,3766.0,4.0,,,2350000.0,for_sale
1788,condos,2006.0,3.0,2.0,2.0,,,,,3.0,,,199900.0,for_sale
420,condos,,3.0,2.0,2.0,,,,1686.0,3.0,252000.0,2016-03-29,229900.0,for_sale
732,condos,1951.0,1.0,1.0,1.0,,,,663.0,22.0,113000.0,2005-11-10,159000.0,for_sale
1108,single_family,1924.0,6.0,2.0,2.0,,,3572.0,2018.0,2.0,101000.0,2005-08-17,249900.0,for_sale
1328,single_family,1925.0,3.0,3.0,3.0,,2.0,,1700.0,2.0,402000.0,2021-02-09,549000.0,for_sale
1116,single_family,1955.0,3.0,2.0,2.0,,2.0,4800.0,1150.0,1.0,137500.0,2002-06-12,349500.0,for_sale
1069,condos,1959.0,2.0,2.0,2.0,,1.0,,,10.0,,,185000.0,for_sale
1622,condos,,0.0,1.0,1.0,,,,585.0,29.0,131500.0,2019-08-28,125000.0,for_sale
695,single_family,1955.0,2.0,1.0,1.0,,2.0,,840.0,,170000.0,2008-01-10,139900.0,for_sale
488,condos,1998.0,1.0,1.0,1.0,,,,915.0,6.0,307000.0,2013-08-15,399000.0,for_sale
435,condos,1928.0,2.0,2.0,2.0,,1.0,,2400.0,18.0,364000.0,1997-06-11,600000.0,for_sale
1556,condos,1970.0,1.0,1.0,1.0,,,,,28.0,200000.0,2019-05-30,225000.0,for_sale
857,single_family,1914.0,5.0,5.0,3.0,2.0,2.0,,2742.0,3.0,,,610000.0,for_sale
552,condos,2002.0,1.0,1.0,1.0,,1.0,,710.0,25.0,405000.0,2018-05-11,369900.0,for_sale
1990,single_family,1953.0,3.0,1.0,1.0,,2.0,3125.0,900.0,,123000.0,2006-02-15,153000.0,for_sale
610,land,,,0.0,,,,30056.0,,,85000.0,1979-11-15,2900000.0,for_sale
726,single_family,1905.0,4.0,3.0,2.0,1.0,2.0,4000.0,1800.0,2.0,,,249900.0,for_sale
692,land,,,0.0,,,,3485.0,,,70000.0,2004-11-23,30000.0,for_sale
1367,single_family,1958.0,3.0,1.0,1.0,,2.0,,1080.0,1.0,,,264900.0,for_sale
1690,land,,,0.0,,,,168577.0,,,,,325000.0,for_sale
415,multi_family,1916.0,6.0,4.0,4.0,,,,,,723500.0,2014-09-22,995000.0,for_sale
518,condos,1924.0,1.0,1.0,1.0,,,,1200.0,12.0,160000.0,2015-01-08,250000.0,for_sale
1517,condos,1925.0,2.0,1.0,1.0,,,,,4.0,,,224900.0,for_sale
1897,single_family,1920.0,3.0,1.0,1.0,,2.0,,978.0,1.0,12000.0,2010-12-14,115000.0,for_sale
1307,single_family,1953.0,3.0,2.0,2.0,,1.0,10803.0,892.0,1.0,,,239900.0,for_sale
1902,multi_family,1897.0,8.0,3.0,3.0,,,3049.0,,,60000.0,2010-05-21,400000.0,for_sale
863,single_family,1959.0,3.0,2.0,2.0,,2.0,,1241.0,2.0,,,200000.0,for_sale
1592,single_family,1951.0,4.0,3.0,3.0,,2.0,6750.0,3324.0,3.0,629000.0,2000-07-07,1685000.0,for_sale
490,condos,2006.0,3.0,3.0,2.0,1.0,1.0,,1450.0,6.0,575000.0,2022-05-11,625000.0,for_sale
1146,condos,1960.0,1.0,1.0,1.0,,1.0,,,5.0,175000.0,2012-08-23,229000.0,for_sale
1783,condos,2001.0,3.0,2.0,2.0,,2.0,,,27.0,650000.0,2019-07-09,685000.0,for_sale
1252,single_family,1921.0,3.0,2.0,2.0,,,8002.0,1851.0,1.0,155000.0,2021-10-19,269000.0,for_sale
1606,condos,1920.0,1.0,2.0,1.0,1.0,,,1300.0,4.0,280000.0,2008-09-23,399900.0,for_sale
110,townhomes,1999.0,3.0,3.0,2.0,1.0,2.0,,2382.0,4.0,439500.0,2013-12-09,649900.0,for_sale
797,single_family,1949.0,5.0,3.0,2.0,1.0,2.0,4625.0,1200.0,2.0,135000.0,2009-10-07,314900.0,for_sale
736,condos,,3.0,2.0,2.0,,,,,3.0,335000.0,2015-10-15,399900.0,for_sale
1675,single_family,1932.0,3.0,2.0,2.0,,2.0,3125.0,1307.0,,183000.0,1997-06-17,364900.0,for_sale
1425,multi_family,1916.0,6.0,3.0,3.0,,,3049.0,,,320000.0,2019-08-05,405000.0,for_sale
1679,single_family,1953.0,3.0,2.0,2.0,,2.0,3750.0,960.0,1.0,90000.0,1995-02-24,319999.0,for_sale
1361,condos,2002.0,3.0,3.0,2.0,1.0,2.0,,2100.0,5.0,775000.0,2018-07-05,800000.0,for_sale
703,condos,1911.0,3.0,2.0,2.0,,,,2000.0,3.0,320000.0,2018-04-02,325000.0,for_sale
973,single_family,1955.0,3.0,3.0,3.0,,2.0,3750.0,2310.0,2.0,185000.0,2021-01-08,390000.0,for_sale
979,single_family,1928.0,3.0,3.0,2.0,1.0,,,2000.0,,127000.0,2005-05-20,239000.0,for_sale
1299,single_family,1890.0,3.0,3.0,2.0,1.0,2.0,2928.0,2200.0,2.0,113500.0,1999-05-26,498000.0,for_sale
769,condos,1971.0,1.0,1.0,1.0,,,,780.0,3.0,222000.0,2017-01-23,289900.0,for_sale
76,single_family,2013.0,2.0,2.0,2.0,,2.0,3125.0,2200.0,2.0,452000.0,2013-07-09,599000.0,for_sale
999,single_family,1956.0,2.0,3.0,2.0,1.0,2.0,,2645.0,1.0,102500.0,1995-05-24,199900.0,for_sale
1085,multi_family,1885.0,6.0,3.0,3.0,,2.0,3049.0,2250.0,,,,265000.0,for_sale
161,condos,2005.0,2.0,1.0,1.0,,1.0,,980.0,4.0,,,319000.0,for_sale
407,single_family,,3.0,4.0,3.0,1.0,,1800.0,2100.0,2.0,300000.0,2017-03-23,969998.0,for_sale
1775,condos,1999.0,4.0,3.0,3.0,,,,,2.0,224000.0,2000-12-29,415000.0,for_sale
1031,condos,1971.0,2.0,2.0,2.0,,1.0,,1519.0,45.0,86000.0,1993-12-08,269500.0,for_sale
1047,single_family,1884.0,3.0,1.0,1.0,,1.0,2178.0,1088.0,2.0,94500.0,2007-11-26,225000.0,for_sale
1136,single_family,1923.0,2.0,2.0,2.0,,2.0,,2000.0,2.0,244000.0,2017-09-08,425000.0,for_sale
1640,condos,1921.0,2.0,1.0,1.0,,,,1000.0,3.0,133000.0,2017-03-02,200000.0,for_sale
1631,single_family,1957.0,4.0,2.0,2.0,,2.0,10175.0,3200.0,2.0,,,475000.0,for_sale
575,single_family,2006.0,5.0,5.0,4.0,1.0,2.0,2756.0,4461.0,3.0,636000.0,2015-04-03,1100000.0,for_sale
1819,condos,2020.0,3.0,3.0,2.0,1.0,1.0,,1800.0,5.0,,,599900.0,for_sale
581,single_family,1938.0,3.0,3.0,3.0,,2.0,4092.0,,2.0,225000.0,2011-05-12,499900.0,for_sale
294,single_family,1923.0,4.0,3.0,3.0,,2.0,4410.0,3549.0,2.0,260000.0,2011-07-08,650000.0,for_sale
1974,condos,1924.0,1.0,1.0,1.0,,1.0,,1100.0,18.0,,,350000.0,for_sale
200,condos,1960.0,1.0,1.0,1.0,,1.0,,925.0,28.0,200000.0,2005-04-13,177500.0,for_sale
1979,condos,2007.0,2.0,2.0,2.0,,1.0,,1350.0,14.0,419500.0,2007-04-06,510000.0,for_sale
1614,condos,,6.0,6.0,6.0,,,,,,,,2995000.0,for_sale
1842,single_family,1946.0,3.0,2.0,2.0,,2.0,4375.0,1750.0,2.0,,,279500.0,for_sale
149,condos,1913.0,0.0,1.0,1.0,,2.0,,505.0,10.0,115000.0,2021-04-12,149900.0,for_sale
1045,single_family,1893.0,4.0,2.0,2.0,,1.0,3024.0,1120.0,2.0,18000.0,1989-05-23,229999.0,for_sale
1094,single_family,1950.0,2.0,2.0,2.0,,2.0,3751.0,953.0,1.0,207000.0,2021-06-01,227000.0,for_sale
1180,condos,1964.0,0.0,1.0,1.0,,,,,5.0,83500.0,2021-07-22,99900.0,for_sale
426,multi_family,1900.0,4.0,2.0,2.0,,1.0,,1700.0,,,,620000.0,for_sale
1886,condos,2003.0,1.0,1.0,1.0,,1.0,,,8.0,235000.0,2013-10-07,305000.0,for_sale
1978,single_family,1926.0,4.0,3.0,3.0,,,6250.0,1674.0,2.0,135000.0,2002-02-06,159900.0,for_sale
1393,condos,2006.0,2.0,2.0,2.0,,1.0,40000.0,1278.0,5.0,,,300000.0,for_sale
733,condos,1930.0,3.0,1.0,1.0,,,,,3.0,52000.0,2010-04-05,199900.0,for_sale
1949,single_family,1928.0,4.0,3.0,3.0,,2.0,3751.0,3000.0,2.0,140000.0,2021-04-22,135900.0,for_sale
296,single_family,1893.0,4.0,4.0,3.0,1.0,2.0,7188.0,,3.0,1155000.0,2008-12-22,1850000.0,for_sale
214,single_family,1939.0,3.0,2.0,1.0,1.0,2.0,,1320.0,2.0,,,269999.0,for_sale
146,multi_family,1900.0,6.0,3.0,3.0,,2.0,3125.0,,,343000.0,2006-02-14,510000.0,for_sale
445,condos,1920.0,1.0,1.0,1.0,,,,800.0,3.0,,,319000.0,for_sale
1287,townhomes,1951.0,3.0,3.0,1.0,2.0,1.0,,1800.0,2.0,20500.0,2015-03-30,64900.0,for_sale
1882,single_family,1952.0,5.0,2.0,2.0,,2.0,3750.0,2100.0,2.0,,,299900.0,for_sale
1567,single_family,1953.0,3.0,3.0,2.0,1.0,2.0,6660.0,1818.0,1.0,,,699000.0,for_sale
319,single_family,2011.0,6.0,4.0,3.0,1.0,3.0,4125.0,4611.0,2.0,,,1895000.0,for_sale
410,condos,1920.0,3.0,2.0,2.0,,1.0,,,3.0,265000.0,2018-07-03,350000.0,for_sale
121,multi_family,1904.0,6.0,3.0,3.0,,2.0,6098.0,3000.0,,435000.0,2019-06-07,600000.0,for_sale
911,condos,1967.0,2.0,2.0,2.0,,1.0,,,32.0,,,349950.0,for_sale
1635,single_family,1900.0,4.0,3.0,2.0,1.0,,3125.0,1722.0,2.0,250000.0,2022-07-20,265000.0,for_sale
580,single_family,1922.0,2.0,2.0,2.0,,2.0,4356.0,1500.0,2.0,365000.0,2018-05-08,599000.0,for_sale
1564,single_family,1968.0,4.0,1.0,1.0,,,2500.0,753.0,,,,39000.0,for_sale
446,condos,2007.0,2.0,2.0,2.0,,1.0,,1260.0,3.0,397500.0,2013-10-03,515000.0,for_sale
208,mobile,2018.0,3.0,2.0,2.0,,,2250.0,,,,,90000.0,for_sale
832,single_family,1925.0,4.0,3.0,2.0,1.0,1.0,9000.0,2431.0,2.0,465000.0,2018-09-14,665000.0,for_sale
919,single_family,1891.0,6.0,6.0,4.0,2.0,,4500.0,5127.0,3.0,950000.0,2006-02-23,1990000.0,for_sale
553,single_family,1949.0,2.0,1.0,1.0,,1.0,6250.0,1122.0,1.0,285000.0,2018-08-30,330000.0,for_sale
627,single_family,1947.0,4.0,2.0,1.0,1.0,1.0,,1314.0,2.0,,,215000.0,for_sale
1327,multi_family,1905.0,4.0,2.0,2.0,,,3125.0,,,335000.0,2006-12-20,199900.0,for_sale
1708,single_family,2008.0,6.0,7.0,5.0,2.0,4.0,3241.0,8380.0,3.0,5050000.0,2013-04-29,5600000.0,for_sale
195,condos,2008.0,2.0,2.0,2.0,,1.0,,1299.0,12.0,580000.0,2016-12-22,650000.0,for_sale
364,single_family,1885.0,4.0,2.0,2.0,,,,2371.0,2.0,112000.0,2003-06-26,59900.0,for_sale
493,condos,1926.0,2.0,2.0,2.0,,,,1540.0,20.0,534000.0,2008-03-18,499900.0,for_sale
1963,multi_family,,4.0,2.0,2.0,,2.0,5000.0,,,214000.0,2000-05-11,369900.0,for_sale
258,single_family,1960.0,3.0,2.0,2.0,,2.0,3750.0,1082.0,,320000.0,2023-07-07,315000.0,for_sale
251,condos,1923.0,2.0,1.0,1.0,,,,1100.0,3.0,214500.0,2004-07-29,224700.0,for_sale
796,condos,2004.0,2.0,2.0,2.0,,2.0,,1200.0,24.0,335000.0,2017-11-16,350000.0,for_sale
946,single_family,1942.0,2.0,2.0,2.0,,2.0,,1626.0,2.0,106000.0,2001-08-13,324900.0,for_sale
1673,condos,1962.0,1.0,1.0,1.0,,,,725.0,60.0,75000.0,1995-06-06,275000.0,for_sale
1187,multi_family,1888.0,8.0,6.0,3.0,3.0,,3375.0,,,30000.0,2009-11-10,195000.0,for_sale
773,single_family,1890.0,3.0,3.0,3.0,,2.0,3125.0,2200.0,2.0,46000.0,1997-09-11,214900.0,for_sale
1369,single_family,1954.0,4.0,3.0,3.0,,,5097.0,,2.0,399000.0,2022-03-29,450000.0,for_sale
1189,single_family,1950.0,4.0,2.0,2.0,,1.0,,1900.0,2.0,100000.0,1998-09-02,240000.0,for_sale
1601,multi_family,1917.0,7.0,3.0,3.0,,2.0,3875.0,3778.0,,,,549900.0,for_sale
145,multi_family,1895.0,5.0,2.0,2.0,,,3125.0,,,13500.0,2012-11-01,288000.0,for_sale
555,single_family,2024.0,3.0,4.0,3.0,1.0,3.0,5000.0,4000.0,2.0,300000.0,2023-05-25,1095000.0,for_sale
1095,single_family,1890.0,4.0,3.0,2.0,1.0,2.0,3750.0,,2.0,734000.0,2001-07-23,1775000.0,for_sale
1216,condos,,1.0,1.0,1.0,,1.0,,,3.0,325000.0,2020-10-19,365000.0,for_sale
1632,condos,1977.0,6.0,9.0,6.0,3.0,4.0,,7000.0,74.0,2450000.0,2000-06-06,3000000.0,for_sale
71,multi_family,1885.0,8.0,4.0,3.0,1.0,2.0,3125.0,,,,,649900.0,for_sale
1536,condos,1917.0,3.0,2.0,2.0,,,,1800.0,3.0,390000.0,2017-11-03,535000.0,for_sale
673,land,,,0.0,,,,4356.0,,,,,75000.0,for_sale
784,condos,2008.0,2.0,2.0,2.0,,1.0,,,5.0,,,475000.0,for_sale
1620,single_family,1926.0,4.0,2.0,2.0,,,,1692.0,1.0,165000.0,2004-09-21,189900.0,for_sale
317,single_family,2002.0,4.0,4.0,3.0,1.0,2.0,3459.0,,2.0,717500.0,2023-03-09,765000.0,for_sale
41,single_family,2006.0,4.0,6.0,5.0,1.0,2.0,1664.0,4000.0,3.0,1815000.0,2006-08-14,2049000.0,for_sale
530,condos,2009.0,2.0,2.0,2.0,,1.0,,1327.0,46.0,,,465000.0,for_sale
844,single_family,1928.0,3.0,2.0,2.0,,2.0,3920.0,936.0,2.0,48000.0,1984-04-13,309900.0,for_sale
1185,single_family,1953.0,4.0,2.0,2.0,,1.0,,2059.0,2.0,,,329000.0,for_sale
1291,single_family,1900.0,4.0,2.0,2.0,,,1472.0,1246.0,2.0,80000.0,2022-08-30,195000.0,for_sale
74,single_family,1961.0,2.0,1.0,1.0,,,3125.0,968.0,1.0,,,345000.0,for_sale
1357,single_family,1953.0,4.0,4.0,3.0,1.0,2.0,3750.0,3200.0,2.0,295000.0,2017-09-19,570000.0,for_sale
1607,single_family,2008.0,6.0,7.0,5.0,2.0,3.0,7200.0,7000.0,3.0,4525000.0,2008-07-07,6900000.0,for_sale
1818,condos,2005.0,2.0,2.0,2.0,,,,1300.0,3.0,380000.0,2019-05-07,450000.0,for_sale
240,single_family,1961.0,3.0,1.0,1.0,,2.0,,1104.0,1.0,,,114400.0,for_sale
1479,condos,2008.0,2.0,3.0,2.0,1.0,1.0,,1902.0,52.0,1057000.0,2017-05-08,849900.0,for_sale
681,single_family,,3.0,3.0,2.0,1.0,1.0,9120.0,2290.0,2.0,485000.0,2001-02-27,825000.0,for_sale
1231,multi_family,1921.0,4.0,2.0,2.0,,2.0,,,,,,379900.0,for_sale
1787,condos,2008.0,2.0,2.0,2.0,,1.0,,1335.0,30.0,,,384900.0,for_sale
1849,condos,,2.0,2.0,2.0,,,,1000.0,3.0,,,269000.0,for_sale
1325,condos,2003.0,2.0,2.0,2.0,,1.0,,1400.0,37.0,368000.0,2013-06-27,499900.0,for_sale
1023,condos,1895.0,3.0,3.0,2.0,1.0,,,1700.0,1.0,,,299900.0,for_sale
606,single_family,1948.0,3.0,2.0,1.0,1.0,2.0,3750.0,1500.0,,,,159200.0,for_sale
961,single_family,1940.0,4.0,3.0,2.0,1.0,2.0,4312.0,1600.0,2.0,325000.0,2004-08-02,539900.0,for_sale
1950,multi_family,1932.0,6.0,3.0,3.0,,2.0,4000.0,,,,,399900.0,for_sale
1636,condos,2000.0,2.0,3.0,2.0,1.0,1.0,,1600.0,4.0,530000.0,2022-06-09,599000.0,for_sale
1096,single_family,1963.0,3.0,3.0,3.0,,2.0,7013.0,1782.0,,305000.0,2008-11-25,450000.0,for_sale
1981,single_family,1895.0,4.0,2.0,2.0,,,3125.0,1359.0,2.0,35000.0,2017-04-05,99000.0,for_sale
1844,single_family,1929.0,5.0,2.0,2.0,,1.0,3735.0,3554.0,1.0,335000.0,2017-10-04,295000.0,for_sale
460,condos,1965.0,2.0,2.0,1.0,1.0,,,1425.0,5.0,120000.0,1995-08-03,269000.0,for_sale
1535,condos,1915.0,2.0,2.0,2.0,,,,850.0,3.0,130000.0,2017-08-31,195000.0,for_sale
635,land,,,0.0,,,,2614.0,,,27000.0,2007-08-06,25000.0,for_sale
1647,condos,1918.0,4.0,2.0,2.0,,,,2500.0,4.0,248000.0,2015-12-17,375000.0,for_sale
385,condos,1927.0,1.0,1.0,1.0,,1.0,,,1.0,272000.0,2022-02-17,269900.0,for_sale
569,multi_family,1911.0,7.0,3.0,3.0,,2.0,3920.0,,,,,595000.0,for_sale
1568,multi_family,1912.0,4.0,2.0,2.0,,,3750.0,,,69000.0,1996-01-23,299900.0,for_sale
667,land,,,0.0,,,,23850.0,,,,,60000.0,for_sale
1928,condos,1975.0,2.0,2.0,2.0,,1.0,,1300.0,27.0,450000.0,2016-09-13,450000.0,for_sale
1414,condos,1904.0,1.0,1.0,1.0,,,,,6.0,232000.0,2016-06-22,295000.0,for_sale
1112,single_family,1953.0,3.0,2.0,1.0,1.0,1.0,3750.0,,1.0,235000.0,2015-08-12,359000.0,for_sale
864,single_family,,3.0,2.0,2.0,,1.0,5625.0,1100.0,1.0,,,309000.0,for_sale
16,multi_family,1921.0,5.0,2.0,2.0,,2.0,3660.0,,,428000.0,2005-05-18,559000.0,for_sale
1677,condos,2006.0,2.0,2.0,2.0,,1.0,,,17.0,370000.0,2015-06-09,499000.0,for_sale
